,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
30,mobileOG_000026107|parE|P20083|replication/recombination/repair|partitioning|Multiple|Manual,ratio6_Esch_coli_MB19_NODE_20_length_37640_cov_57.912891_22378-33859_ratio6_Esch_coli_MB19_NODE_20_length_37640_cov_57.912891_29_2 # 390 # 2282 # -1 # ID=99_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.540,100.0,1255.0,630,0.0,631,1,630,1,630,mobileOG_000026107,parE,P20083,replication/recombination/repair,partitioning,Multiple,Manual,ratio6_Esch_coli_MB19_NODE_20_length_37640_cov_57.912891_22378-33859_ratio6_Esch_coli_MB19_NODE_20_length_37640_cov_57.912891_29_2, 390 # 2282 # -1 , 390,2282,-1 ,99_2,99,2,00,ATG,None,None,0.540,ratio6_Esch_coli_MB19_NODE_20_length_37640_cov_57.912891_22378-33859_ratio6_Esch_coli_MB19_NODE_20_length_37640_cov_57.912891_29,mobileOG_000026107_ratio6_Esch_coli_MB19_NODE_20_length_37640_cov_57.912891_22378-33859_ratio6_Esch_coli_MB19_NODE_20_length_37640_cov_57.912891_29
31,mobileOG_000304542|traG|WP_001297077.1|transfer|conjugation|Plasmid RefSeq|Homology,ratio6_Esch_coli_MB19_NODE_26_length_34392_cov_58.100300_8618-19586_ratio6_Esch_coli_MB19_NODE_26_length_34392_cov_58.100300_15_8 # 7420 # 8022 # 1 # ID=100_8;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.433,99.0,402.0,200,2.7099999999999995e-144,201,1,200,1,200,mobileOG_000304542,traG,WP_001297077.1,transfer,conjugation,Plasmid RefSeq,Homology,ratio6_Esch_coli_MB19_NODE_26_length_34392_cov_58.100300_8618-19586_ratio6_Esch_coli_MB19_NODE_26_length_34392_cov_58.100300_15_8, 7420 # 8022 # 1 , 7420,8022,1 ,100_8,100,8,00,GTG,GGAG/GAGG,5-10bp,0.433,ratio6_Esch_coli_MB19_NODE_26_length_34392_cov_58.100300_8618-19586_ratio6_Esch_coli_MB19_NODE_26_length_34392_cov_58.100300_15,mobileOG_000304542_ratio6_Esch_coli_MB19_NODE_26_length_34392_cov_58.100300_8618-19586_ratio6_Esch_coli_MB19_NODE_26_length_34392_cov_58.100300_15
32,mobileOG_000017974|insZ|A0A037Y8D2|integration/excision|NA|Multiple|Manual,ratio6_Esch_coli_MB19_NODE_47_length_25973_cov_100.520835_15553-25966_ratio6_Esch_coli_MB19_NODE_47_length_25973_cov_100.520835_23_2 # 2601 # 2786 # 1 # ID=103_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.538,100.0,131.0,61,1.59e-41,62,1,61,1,61,mobileOG_000017974,insZ,A0A037Y8D2,integration/excision,NA,Multiple,Manual,ratio6_Esch_coli_MB19_NODE_47_length_25973_cov_100.520835_15553-25966_ratio6_Esch_coli_MB19_NODE_47_length_25973_cov_100.520835_23_2, 2601 # 2786 # 1 , 2601,2786,1 ,103_2,103,2,00,ATG,GGAG/GAGG,5-10bp,0.538,ratio6_Esch_coli_MB19_NODE_47_length_25973_cov_100.520835_15553-25966_ratio6_Esch_coli_MB19_NODE_47_length_25973_cov_100.520835_23,mobileOG_000017974_ratio6_Esch_coli_MB19_NODE_47_length_25973_cov_100.520835_15553-25966_ratio6_Esch_coli_MB19_NODE_47_length_25973_cov_100.520835_23
33,mobileOG_000017973|insZ|A0A024L4B6|integration/excision|NA|GPD|Manual,ratio6_Esch_coli_MB19_NODE_47_length_25973_cov_100.520835_15553-25966_ratio6_Esch_coli_MB19_NODE_47_length_25973_cov_100.520835_23_3 # 2907 # 3497 # 1 # ID=103_3;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.533,100.0,398.0,196,6.679999999999998e-143,197,1,196,1,196,mobileOG_000017973,insZ,A0A024L4B6,integration/excision,NA,GPD,Manual,ratio6_Esch_coli_MB19_NODE_47_length_25973_cov_100.520835_15553-25966_ratio6_Esch_coli_MB19_NODE_47_length_25973_cov_100.520835_23_3, 2907 # 3497 # 1 , 2907,3497,1 ,103_3,103,3,00,ATG,3Base/5BMM,13-15bp,0.533,ratio6_Esch_coli_MB19_NODE_47_length_25973_cov_100.520835_15553-25966_ratio6_Esch_coli_MB19_NODE_47_length_25973_cov_100.520835_23,mobileOG_000017973_ratio6_Esch_coli_MB19_NODE_47_length_25973_cov_100.520835_15553-25966_ratio6_Esch_coli_MB19_NODE_47_length_25973_cov_100.520835_23
34,"mobileOG_000025715|ihfB|WP_002898165.1|integration/excision|regulation,lysis/lysogeny|Plasmid RefSeq|Manual",ratio6_Esch_coli_MB19_NODE_49_length_25530_cov_82.693817_14375-25530_ratio6_Esch_coli_MB19_NODE_49_length_25530_cov_82.693817_17_9 # 9258 # 9542 # -1 # ID=104_9;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.491,97.8,187.0,95,8.879999999999998e-63,95,1,93,1,93,mobileOG_000025715,ihfB,WP_002898165.1,integration/excision,"regulation,lysis/lysogeny",Plasmid RefSeq,Manual,ratio6_Esch_coli_MB19_NODE_49_length_25530_cov_82.693817_14375-25530_ratio6_Esch_coli_MB19_NODE_49_length_25530_cov_82.693817_17_9, 9258 # 9542 # -1 , 9258,9542,-1 ,104_9,104,9,00,ATG,GGAGG,3-4bp,0.491,ratio6_Esch_coli_MB19_NODE_49_length_25530_cov_82.693817_14375-25530_ratio6_Esch_coli_MB19_NODE_49_length_25530_cov_82.693817_17,mobileOG_000025715_ratio6_Esch_coli_MB19_NODE_49_length_25530_cov_82.693817_14375-25530_ratio6_Esch_coli_MB19_NODE_49_length_25530_cov_82.693817_17
35,"mobileOG_000025806|cca|J7Q9S8|phage|regulation,infection|Multiple|Manual",ratio6_Esch_coli_MB19_NODE_66_length_21203_cov_59.644127_8802-19623_ratio6_Esch_coli_MB19_NODE_66_length_21203_cov_59.644127_15_8 # 6003 # 7241 # -1 # ID=107_8;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.564,99.3,835.0,412,8.409999999999994e-309,413,1,412,1,412,mobileOG_000025806,cca,J7Q9S8,phage,"regulation,infection",Multiple,Manual,ratio6_Esch_coli_MB19_NODE_66_length_21203_cov_59.644127_8802-19623_ratio6_Esch_coli_MB19_NODE_66_length_21203_cov_59.644127_15_8, 6003 # 7241 # -1 , 6003,7241,-1 ,107_8,107,8,00,GTG,GGA/GAG/AGG,5-10bp,0.564,ratio6_Esch_coli_MB19_NODE_66_length_21203_cov_59.644127_8802-19623_ratio6_Esch_coli_MB19_NODE_66_length_21203_cov_59.644127_15,mobileOG_000025806_ratio6_Esch_coli_MB19_NODE_66_length_21203_cov_59.644127_8802-19623_ratio6_Esch_coli_MB19_NODE_66_length_21203_cov_59.644127_15
36,mobileOG_000071197|insB_2|NA|integration/excision|NA|COMPASS|Homology,ratio6_Esch_coli_MB19_NODE_105_length_12898_cov_34.750448_1-7243_ratio6_Esch_coli_MB19_NODE_105_length_12898_cov_34.750448_3_1 # 16 # 225 # -1 # ID=117_1;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.519,100.0,140.0,69,4.2299999999999995e-45,70,1,69,1,69,mobileOG_000071197,insB_2,NA,integration/excision,NA,COMPASS,Homology,ratio6_Esch_coli_MB19_NODE_105_length_12898_cov_34.750448_1-7243_ratio6_Esch_coli_MB19_NODE_105_length_12898_cov_34.750448_3_1, 16 # 225 # -1 , 16,225,-1 ,117_1,117,1,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.519,ratio6_Esch_coli_MB19_NODE_105_length_12898_cov_34.750448_1-7243_ratio6_Esch_coli_MB19_NODE_105_length_12898_cov_34.750448_3,mobileOG_000071197_ratio6_Esch_coli_MB19_NODE_105_length_12898_cov_34.750448_1-7243_ratio6_Esch_coli_MB19_NODE_105_length_12898_cov_34.750448_3
37,mobileOG_000045297|NA|WP_134806729.1|integration/excision|NA|COMPASS|Homology,ratio6_Esch_coli_MB19_NODE_105_length_12898_cov_34.750448_1-7243_ratio6_Esch_coli_MB19_NODE_105_length_12898_cov_34.750448_3_2 # 226 # 519 # -1 # ID=117_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.565,100.0,201.0,97,4.889999999999999e-68,98,1,97,1,97,mobileOG_000045297,NA,WP_134806729.1,integration/excision,NA,COMPASS,Homology,ratio6_Esch_coli_MB19_NODE_105_length_12898_cov_34.750448_1-7243_ratio6_Esch_coli_MB19_NODE_105_length_12898_cov_34.750448_3_2, 226 # 519 # -1 , 226,519,-1 ,117_2,117,2,00,ATG,None,None,0.565,ratio6_Esch_coli_MB19_NODE_105_length_12898_cov_34.750448_1-7243_ratio6_Esch_coli_MB19_NODE_105_length_12898_cov_34.750448_3,mobileOG_000045297_ratio6_Esch_coli_MB19_NODE_105_length_12898_cov_34.750448_1-7243_ratio6_Esch_coli_MB19_NODE_105_length_12898_cov_34.750448_3
38,mobileOG_000321643|ecnB|WP_000977757.1|stability/transfer/defense|NA|Plasmid RefSeq|Homology,ratio6_Esch_coli_MB19_NODE_116_length_12030_cov_65.145303_1-10410_ratio6_Esch_coli_MB19_NODE_116_length_12030_cov_65.145303_8_4 # 2753 # 2875 # 1 # ID=122_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.553,100.0,78.6,41,3.3500000000000002e-21,41,2,41,1,40,mobileOG_000321643,ecnB,WP_000977757.1,stability/transfer/defense,NA,Plasmid RefSeq,Homology,ratio6_Esch_coli_MB19_NODE_116_length_12030_cov_65.145303_1-10410_ratio6_Esch_coli_MB19_NODE_116_length_12030_cov_65.145303_8_4, 2753 # 2875 # 1 , 2753,2875,1 ,122_4,122,4,00,ATG,GGA/GAG/AGG,5-10bp,0.553,ratio6_Esch_coli_MB19_NODE_116_length_12030_cov_65.145303_1-10410_ratio6_Esch_coli_MB19_NODE_116_length_12030_cov_65.145303_8,mobileOG_000321643_ratio6_Esch_coli_MB19_NODE_116_length_12030_cov_65.145303_1-10410_ratio6_Esch_coli_MB19_NODE_116_length_12030_cov_65.145303_8
39,mobileOG_000330413|ecnB|ETJ37164.1|stability/transfer/defense|NA|Plasmid RefSeq|Homology,ratio6_Esch_coli_MB19_NODE_116_length_12030_cov_65.145303_1-10410_ratio6_Esch_coli_MB19_NODE_116_length_12030_cov_65.145303_8_5 # 2986 # 3132 # 1 # ID=122_5;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.483,100.0,88.2,48,8.370000000000002e-25,49,1,48,1,48,mobileOG_000330413,ecnB,ETJ37164.1,stability/transfer/defense,NA,Plasmid RefSeq,Homology,ratio6_Esch_coli_MB19_NODE_116_length_12030_cov_65.145303_1-10410_ratio6_Esch_coli_MB19_NODE_116_length_12030_cov_65.145303_8_5, 2986 # 3132 # 1 , 2986,3132,1 ,122_5,122,5,00,ATG,AGGA,5-10bp,0.483,ratio6_Esch_coli_MB19_NODE_116_length_12030_cov_65.145303_1-10410_ratio6_Esch_coli_MB19_NODE_116_length_12030_cov_65.145303_8,mobileOG_000330413_ratio6_Esch_coli_MB19_NODE_116_length_12030_cov_65.145303_1-10410_ratio6_Esch_coli_MB19_NODE_116_length_12030_cov_65.145303_8
40,mobileOG_000326289|alkB|WP_000884919.1|replication/recombination/repair|NA|Plasmid RefSeq|Homology,ratio6_Esch_coli_MB19_NODE_228_length_4350_cov_57.246100_1-4350_ratio6_Esch_coli_MB19_NODE_228_length_4350_cov_57.246100_2_1 # 2 # 475 # 1 # ID=134_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.519,100.0,341.0,216,7.099999999999998e-121,158,60,216,1,157,mobileOG_000326289,alkB,WP_000884919.1,replication/recombination/repair,NA,Plasmid RefSeq,Homology,ratio6_Esch_coli_MB19_NODE_228_length_4350_cov_57.246100_1-4350_ratio6_Esch_coli_MB19_NODE_228_length_4350_cov_57.246100_2_1, 2 # 475 # 1 , 2,475,1 ,134_1,134,1,10,Edge,None,None,0.519,ratio6_Esch_coli_MB19_NODE_228_length_4350_cov_57.246100_1-4350_ratio6_Esch_coli_MB19_NODE_228_length_4350_cov_57.246100_2,mobileOG_000326289_ratio6_Esch_coli_MB19_NODE_228_length_4350_cov_57.246100_1-4350_ratio6_Esch_coli_MB19_NODE_228_length_4350_cov_57.246100_2
41,mobileOG_000330413|ecnB|ETJ37164.1|stability/transfer/defense|NA|Plasmid RefSeq|Homology,ratio6_Esch_coli_TUM20902_NODE_256_length_2989_cov_17.242672_1-2989_ratio6_Esch_coli_TUM20902_NODE_256_length_2989_cov_17.242672_7_4 # 1200 # 1346 # 1 # ID=146_4;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.490,100.0,88.2,48,8.370000000000002e-25,49,1,48,1,48,mobileOG_000330413,ecnB,ETJ37164.1,stability/transfer/defense,NA,Plasmid RefSeq,Homology,ratio6_Esch_coli_TUM20902_NODE_256_length_2989_cov_17.242672_1-2989_ratio6_Esch_coli_TUM20902_NODE_256_length_2989_cov_17.242672_7_4, 1200 # 1346 # 1 , 1200,1346,1 ,146_4,146,4,00,ATG,AGGA,5-10bp,0.490,ratio6_Esch_coli_TUM20902_NODE_256_length_2989_cov_17.242672_1-2989_ratio6_Esch_coli_TUM20902_NODE_256_length_2989_cov_17.242672_7,mobileOG_000330413_ratio6_Esch_coli_TUM20902_NODE_256_length_2989_cov_17.242672_1-2989_ratio6_Esch_coli_TUM20902_NODE_256_length_2989_cov_17.242672_7
42,mobileOG_000335061|alkB|WP_000884957.1|replication/recombination/repair|NA|Plasmid RefSeq|Homology,ratio6_Esch_coli_TUM20902_NODE_885_length_1520_cov_2.486689_1-1520_ratio6_Esch_coli_TUM20902_NODE_885_length_1520_cov_2.486689_1_2 # 916 # 1518 # -1 # ID=165_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.524,99.5,422.0,216,5.669999999999998e-152,201,17,216,1,200,mobileOG_000335061,alkB,WP_000884957.1,replication/recombination/repair,NA,Plasmid RefSeq,Homology,ratio6_Esch_coli_TUM20902_NODE_885_length_1520_cov_2.486689_1-1520_ratio6_Esch_coli_TUM20902_NODE_885_length_1520_cov_2.486689_1_2, 916 # 1518 # -1 , 916,1518,-1 ,165_2,165,2,01,Edge,None,None,0.524,ratio6_Esch_coli_TUM20902_NODE_885_length_1520_cov_2.486689_1-1520_ratio6_Esch_coli_TUM20902_NODE_885_length_1520_cov_2.486689_1,mobileOG_000335061_ratio6_Esch_coli_TUM20902_NODE_885_length_1520_cov_2.486689_1-1520_ratio6_Esch_coli_TUM20902_NODE_885_length_1520_cov_2.486689_1
43,mobileOG_000074301|tnpA|WP_021512645.1|integration/excision|NA|COMPASS|Homology,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_1-6024_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_1_3 # 1663 # 4212 # 1 # ID=226_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.517,100.0,1669.0,980,0.0,850,132,980,1,849,mobileOG_000074301,tnpA,WP_021512645.1,integration/excision,NA,COMPASS,Homology,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_1-6024_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_1_3, 1663 # 4212 # 1 , 1663,4212,1 ,226_3,226,3,00,ATG,GGA/GAG/AGG,5-10bp,0.517,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_1-6024_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_1,mobileOG_000074301_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_1-6024_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_1
44,mobileOG_000057143|insC1|WP_012002054.1|integration/excision|NA|COMPASS|Homology,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_1-6024_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_1_5 # 4902 # 5066 # -1 # ID=226_5;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.576,98.1,105.0,134,1.1e-30,55,81,134,1,54,mobileOG_000057143,insC1,WP_012002054.1,integration/excision,NA,COMPASS,Homology,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_1-6024_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_1_5, 4902 # 5066 # -1 , 4902,5066,-1 ,226_5,226,5,00,GTG,GGAG/GAGG,5-10bp,0.576,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_1-6024_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_1,mobileOG_000057143_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_1-6024_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_1
45,mobileOG_000056778|insC1|WP_001459498.1|integration/excision|NA|COMPASS|Homology,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_1-6024_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_1_6 # 5106 # 5297 # -1 # ID=226_6;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.479,100.0,127.0,63,4.32e-40,64,1,63,1,63,mobileOG_000056778,insC1,WP_001459498.1,integration/excision,NA,COMPASS,Homology,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_1-6024_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_1_6, 5106 # 5297 # -1 , 5106,5297,-1 ,226_6,226,6,00,ATG,4Base/6BMM,13-15bp,0.479,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_1-6024_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_1,mobileOG_000056778_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_1-6024_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_1
46,mobileOG_000074301|tnpA|WP_021512645.1|integration/excision|NA|COMPASS|Homology,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_665-9828_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_7_3 # 999 # 3548 # 1 # ID=227_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.517,100.0,1669.0,980,0.0,850,132,980,1,849,mobileOG_000074301,tnpA,WP_021512645.1,integration/excision,NA,COMPASS,Homology,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_665-9828_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_7_3, 999 # 3548 # 1 , 999,3548,1 ,227_3,227,3,00,ATG,GGA/GAG/AGG,5-10bp,0.517,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_665-9828_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_7,mobileOG_000074301_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_665-9828_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_7
47,mobileOG_000057143|insC1|WP_012002054.1|integration/excision|NA|COMPASS|Homology,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_665-9828_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_7_5 # 4238 # 4402 # -1 # ID=227_5;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.576,98.1,105.0,134,1.1e-30,55,81,134,1,54,mobileOG_000057143,insC1,WP_012002054.1,integration/excision,NA,COMPASS,Homology,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_665-9828_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_7_5, 4238 # 4402 # -1 , 4238,4402,-1 ,227_5,227,5,00,GTG,GGAG/GAGG,5-10bp,0.576,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_665-9828_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_7,mobileOG_000057143_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_665-9828_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_7
48,mobileOG_000056778|insC1|WP_001459498.1|integration/excision|NA|COMPASS|Homology,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_665-9828_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_7_6 # 4442 # 4633 # -1 # ID=227_6;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.479,100.0,127.0,63,4.32e-40,64,1,63,1,63,mobileOG_000056778,insC1,WP_001459498.1,integration/excision,NA,COMPASS,Homology,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_665-9828_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_7_6, 4442 # 4633 # -1 , 4442,4633,-1 ,227_6,227,6,00,ATG,4Base/6BMM,13-15bp,0.479,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_665-9828_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_7,mobileOG_000056778_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_665-9828_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_7
49,mobileOG_000056465|gin|WP_001493760.1|integration/excision|NA|COMPASS|Homology,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_665-9828_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_7_8 # 5976 # 6413 # -1 # ID=227_8;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.553,100.0,279.0,145,1.8499999999999994e-97,146,1,145,1,145,mobileOG_000056465,gin,WP_001493760.1,integration/excision,NA,COMPASS,Homology,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_665-9828_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_7_8, 5976 # 6413 # -1 , 5976,6413,-1 ,227_8,227,8,00,ATG,None,None,0.553,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_665-9828_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_7,mobileOG_000056465_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_665-9828_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_7
50,mobileOG_000056464|tnpR|WP_001493762.1|integration/excision|NA|Multiple|Homology,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_665-9828_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_7_10 # 7865 # 8437 # -1 # ID=227_10;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.545,100.0,374.0,190,1.7099999999999998e-133,191,1,190,1,190,mobileOG_000056464,tnpR,WP_001493762.1,integration/excision,NA,Multiple,Homology,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_665-9828_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_7_10, 7865 # 8437 # -1 , 7865,8437,-1 ,227_10,227,10,00,GTG,GGAGG,5-10bp,0.545,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_665-9828_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_7,mobileOG_000056464_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_665-9828_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_7
51,mobileOG_000056463|tnpM|WP_001493763.1|integration/excision|NA|Multiple|Homology,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_665-9828_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_7_11 # 8574 # 9119 # -1 # ID=227_11;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.511,100.0,377.0,181,5.179999999999998e-135,182,1,181,1,181,mobileOG_000056463,tnpM,WP_001493763.1,integration/excision,NA,Multiple,Homology,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_665-9828_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_7_11, 8574 # 9119 # -1 , 8574,9119,-1 ,227_11,227,11,00,ATG,GGAG/GAGG,5-10bp,0.511,ratio6_unmapped_NODE_25_length_9828_cov_23.897780_665-9828_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_7,mobileOG_000056463_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_665-9828_ratio6_unmapped_NODE_25_length_9828_cov_23.897780_7
52,mobileOG_000373302|tnpA|WP_048230589.1|integration/excision|NA|Plasmid RefSeq|Homology,ratio6_unmapped_NODE_73_length_5250_cov_8.078345_1-5250_ratio6_unmapped_NODE_73_length_5250_cov_8.078345_4_1 # 2 # 862 # 1 # ID=229_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.648,99.3,566.0,300,1.919999999999999e-206,287,15,300,1,286,mobileOG_000373302,tnpA,WP_048230589.1,integration/excision,NA,Plasmid RefSeq,Homology,ratio6_unmapped_NODE_73_length_5250_cov_8.078345_1-5250_ratio6_unmapped_NODE_73_length_5250_cov_8.078345_4_1, 2 # 862 # 1 , 2,862,1 ,229_1,229,1,10,Edge,None,None,0.648,ratio6_unmapped_NODE_73_length_5250_cov_8.078345_1-5250_ratio6_unmapped_NODE_73_length_5250_cov_8.078345_4,mobileOG_000373302_ratio6_unmapped_NODE_73_length_5250_cov_8.078345_1-5250_ratio6_unmapped_NODE_73_length_5250_cov_8.078345_4
53,mobileOG_000062109|tnpA|WP_109138279.1|integration/excision|NA|Multiple|Homology,ratio6_unmapped_NODE_73_length_5250_cov_8.078345_1-5250_ratio6_unmapped_NODE_73_length_5250_cov_8.078345_4_2 # 920 # 1162 # 1 # ID=229_2;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.720,100.0,146.0,198,2.3699999999999997e-45,81,123,198,5,80,mobileOG_000062109,tnpA,WP_109138279.1,integration/excision,NA,Multiple,Homology,ratio6_unmapped_NODE_73_length_5250_cov_8.078345_1-5250_ratio6_unmapped_NODE_73_length_5250_cov_8.078345_4_2, 920 # 1162 # 1 , 920,1162,1 ,229_2,229,2,00,GTG,GGA/GAG/AGG,5-10bp,0.720,ratio6_unmapped_NODE_73_length_5250_cov_8.078345_1-5250_ratio6_unmapped_NODE_73_length_5250_cov_8.078345_4,mobileOG_000062109_ratio6_unmapped_NODE_73_length_5250_cov_8.078345_1-5250_ratio6_unmapped_NODE_73_length_5250_cov_8.078345_4
