sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim	sample1_hh	sample2_hh	HH_type	sample1_host	sample2_host
C1108	O1090	na	NZ_AP022261.1	4907327	2933310	59.7741	2911653	99.2617	2909705	99.9331	21657	0.7383	2931339	99.9328	23952	0.8166	21981	91.771	930	3.8828	14141	59.0389	8598	35.8968	16742	0	8010	0	0.995	108	090	Between	Human	Human
C1108	P1042	na	NZ_LR134216.1	4647667	2630751	56.6037	2619289	99.5643	2614714	99.8253	11462	0.4357	2626120	99.824	16653	0.633	12022	72.1912	946	5.6807	11028	66.2223	4282	25.7131	64961	58.3966	38554	100	0.9916	108	042	Between	Human	Animal
C1108	P1048	na	NZ_LR134216.1	4647667	1953144	42.0242	1946043	99.6364	1942813	99.834	7101	0.3636	1949883	99.833	10960	0.5611	7699	70.2464	681	6.2135	8016	73.1387	1986	18.1204	64961	72.3727	98121	61.3875	0.9847	108	048	Between	Human	Animal
C1108	P1068	na	NZ_LR134216.1	4647667	2119057	45.594	2103462	99.2641	2097124	99.6987	15595	0.7359	2112657	99.698	22605	1.0667	16205	71.6877	1443	6.3835	7027	31.086	13265	58.6817	64961	72.3727	133620	38.1814	0.975	108	068	Between	Human	Animal
C1108	P2004	na	NZ_LR134216.1	4647667	2188690	47.0922	2137603	97.6659	2129869	99.6382	51087	2.3341	2180757	99.6375	59620	2.724	51687	86.6941	1711	2.8698	8073	13.5408	49410	82.8749	64961	57.5792	70710	56.3951	0.9841	108	004	Between	Human	Animal
C1108	P2099	na	NZ_AP022295.1	4665448	2435247	52.1975	2420797	99.4066	2405306	99.3601	14450	0.5934	2419678	99.3607	34152	1.4024	18583	54.4126	4645	13.601	11497	33.6642	15629	45.7631	52265	76.2786	60554	66.8478	0.9928	108	099	Between	Human	Animal
C1108	S1111	na	NZ_AP022261.1	4907327	3015458	61.4481	2998012	99.4214	2997302	99.9763	17446	0.5786	3014746	99.9764	18584	0.6163	17872	96.1687	791	4.2563	15112	81.3173	2631	14.1573	16742	67.4591	20370	100	0.997	108	111	Between	Human	Environment
C1108	W1098	na	NZ_LR134216.1	4647667	1854111	39.8934	1845610	99.5415	1842465	99.8296	8501	0.4585	1850920	99.8279	12370	0.6672	9179	74.2037	898	7.2595	7800	63.0558	3262	26.3703	64961	100	88280	91.7025	0.9925	108	098	Between	Human	Environment
C1109	O1090	na	NZ_AP022261.1	4907327	3589290	73.1414	3576830	99.6529	3571394	99.848	12460	0.3471	3583794	99.8469	18523	0.5161	13027	70.3288	884	4.7724	6135	33.121	10829	58.4625	63644	0	8010	0	0.9854	109	090	Between	Human	Human
C1109	P1064	na	NZ_CP010178.1	4741552	1721598	36.3087	1713110	99.507	1712044	99.9378	8488	0.493	1720517	99.9372	10255	0.5957	9174	89.4588	1062	10.3559	5940	57.923	2858	27.8693	59359	76.6725	64008	78.198	0.9931	109	064	Between	Human	Animal
C1109	S1053	na	NZ_CP010178.1	4741552	2081951	43.9086	2075380	99.6844	2073376	99.9034	6571	0.3156	2079928	99.9028	9551	0.4588	7528	78.819	1108	11.6009	6417	67.1867	1716	17.9667	59359	78.9771	63225	67.2993	0.9901	109	053	Between	Human	Environment
C1109	S1064	na	NZ_CP010178.1	4741552	1752068	36.9514	1743339	99.5018	1742150	99.9318	8729	0.4982	1750866	99.9314	10693	0.6103	9491	88.759	1159	10.8389	5870	54.8957	3364	31.4598	59359	100	67523	100	0.9979	109	064	Between	Human	Environment
C1109	S1084	na	NZ_CP100544.1	4679910	3123569	66.7442	3121305	99.9275	3115615	99.8177	2264	0.0725	3117853	99.817	8450	0.2705	2734	32.355	526	6.2249	6638	78.5562	1125	13.3136	56979	88.4765	55636	79.5294	0.9948	109	084	Between	Human	Environment
C1109	S1111	na	NZ_AP022261.1	4907327	3677289	74.9347	3671276	99.8365	3666651	99.874	6013	0.1635	3672650	99.8738	11375	0.3093	6736	59.2176	941	8.2725	6567	57.7319	3490	30.6813	63644	0	20370	0	0.9829	109	111	Between	Human	Environment
C1110	C2048	na	NZ_CP073981.1	4774884	2530310	52.9921	2526935	99.8666	2524170	99.8906	3375	0.1334	2527510	99.8893	6943	0.2744	4143	59.6716	881	12.689	1819	26.199	3840	55.3075	151955	58.4969	255047	52.4931	0.9454	110	048	Between	Human	Human
C1110	D1109	na	NZ_CP073981.1	4774884	1737899	36.3967	1731867	99.6529	1728547	99.8083	6032	0.3471	1734532	99.8063	10496	0.6039	7129	67.9211	1233	11.7473	2498	23.7995	6189	58.9653	151955	41.1194	51858	100	0.9757	110	109	Between	Human	Animal
C1110	O1031	na	NZ_CP073981.1	4774884	1834478	38.4193	1832108	99.8708	1828392	99.7972	2370	0.1292	1830746	99.7966	7566	0.4124	3834	50.6741	1564	20.6714	1861	24.5969	3684	48.6915	151955	62.0506	163239	67.0214	0.9656	110	031	Between	Human	Human
C1110	P1064	na	NZ_CP073981.1	4774884	1692558	35.4471	1684038	99.4966	1680676	99.8004	8520	0.5034	1689136	99.7978	12781	0.7551	9359	73.2259	963	7.5346	2670	20.8904	8547	66.8727	151955	45.2805	75888	100	0.9803	110	064	Between	Human	Animal
C1110	P2090	na	NZ_CP073981.1	4774884	1231812	25.7977	1228322	99.7167	1225718	99.788	3490	0.2833	1229158	99.7845	6666	0.5412	4012	60.186	631	9.4659	2238	33.5734	3233	48.4998	151955	50.2326	130871	52.6488	0.9682	110	090	Between	Human	Animal
C1110	P2109	na	NZ_CP073981.1	4774884	1706092	35.7305	1703220	99.8317	1700613	99.8469	2872	0.1683	1703463	99.8459	6764	0.3965	4135	61.1325	1348	19.929	2159	31.919	2608	38.5571	151955	50.2326	97422	67.4673	0.9715	110	109	Between	Human	Animal
C1110	S1024	na	NZ_CP073981.1	4774884	1602858	33.5685	1599372	99.7825	1596436	99.8164	3486	0.2175	1599884	99.8145	7459	0.4654	4485	60.1287	1098	14.7205	2540	34.0528	3399	45.5691	151955	46.0715	66108	92.1885	0.9789	110	024	Between	Human	Environment
C1110	W1081	na	NZ_CP073981.1	4774884	1712637	35.8676	1706217	99.6251	1703048	99.8143	6420	0.3749	1709431	99.8128	10555	0.6163	7349	69.6258	999	9.4647	2307	21.8569	6674	63.2307	151955	50.2326	65414	100	0.9802	110	081	Between	Human	Environment
C1111	C2111	na	NZ_LS992168.1	5031440	2010428	39.9573	2008023	99.8804	2007101	99.9541	2405	0.1196	2009501	99.9539	3881	0.193	2954	76.1144	641	16.5164	957	24.6586	2198	56.6349	42553	0	41045	0	0.9834	111	111	Within	Human	Human
C1111	D1075	na	NZ_CP097213.1	4840702	2466486	50.9531	2463324	99.8718	2460239	99.8748	3162	0.1282	2463397	99.8748	6571	0.2664	3482	52.9904	350	5.3264	2700	41.0896	3444	52.4121	160175	73.0532	174533	81.1497	0.9765	111	075	Between	Human	Animal
C1111	O1005	na	NZ_LS992168.1	5031440	186712	3.7109	185137	99.1565	184114	99.4474	1575	0.8435	185681	99.4478	2811	1.5055	1780	63.3227	288	10.2455	1333	47.4208	1109	39.4522	42553	0	28010	0	0.986	111	005	Between	Human	Human
C1111	W1081	na	NZ_CP048934.1	5151952	528196	10.2523	523623	99.1342	521889	99.6688	4573	0.8658	526445	99.6685	6933	1.3126	5182	74.744	766	11.0486	1228	17.7124	4511	65.0656	61165	37.3972	23557	100	0.9917	111	081	Between	Human	Environment
C2048	D1109	na	NZ_CP073981.1	4774884	2370581	49.6469	2360905	99.5918	2359471	99.9393	9676	0.4082	2369111	99.938	12053	0.5084	10583	87.8039	1535	12.7354	3438	28.524	6358	52.7504	255047	20.2845	51858	100	0.9509	048	109	Between	Human	Animal
C2048	O1031	na	NZ_CP073981.1	4774884	2728807	57.1492	2723092	99.7906	2721116	99.9274	5715	0.2094	2726791	99.9261	9043	0.3314	7027	77.7065	1823	20.1592	3141	34.734	3647	40.3295	255047	52.4931	163239	64.2922	0.9448	048	031	Between	Human	Human
C2048	P1064	na	NZ_CP073981.1	4774884	2540886	53.2136	2528045	99.4946	2525890	99.9148	12841	0.5054	2538698	99.9139	15811	0.6223	13623	86.1615	1287	8.1399	4073	25.7605	10044	63.5254	255047	27.8294	75888	100	0.9555	048	064	Between	Human	Animal
C2048	P2090	na	NZ_CP073981.1	4774884	1634111	34.2231	1627604	99.6018	1625357	99.8619	6507	0.3982	1631816	99.8596	9262	0.5668	6967	75.2213	858	9.2637	4128	44.5692	3800	41.0279	255047	52.9781	130871	86.4118	0.9635	048	090	Between	Human	Animal
C2048	P2109	na	NZ_CP073981.1	4774884	2227553	46.6515	2221515	99.7289	2220047	99.9339	6038	0.2711	2226042	99.9322	8242	0.37	6731	81.6671	1064	12.9095	3988	48.3863	2628	31.8855	255047	36.9077	97422	67.4673	0.9451	048	109	Between	Human	Animal
C2048	S1024	na	NZ_CP073981.1	4774884	2301136	48.1925	2295218	99.7428	2292975	99.9023	5918	0.2572	2298857	99.901	8905	0.387	6626	74.4076	1115	12.5211	3698	41.5272	3712	41.6844	255047	44.2158	66108	92.0282	0.9548	048	024	Between	Human	Environment
C2048	W1081	na	NZ_CP073981.1	4774884	2392307	50.1019	2382717	99.5991	2381267	99.9391	9590	0.4009	2390819	99.9378	11921	0.4983	10433	87.5178	1083	9.0848	3518	29.5109	6912	57.9817	255047	36.9077	65414	100	0.9541	048	081	Between	Human	Environment
C2068	O1011	na	NZ_CP060061.1	5326222	1155115	21.6873	1152929	99.8108	1141854	99.0394	2186	0.1892	1144016	99.0391	13583	1.1759	2484	18.2876	340	2.5031	11999	88.3384	1002	7.3769	419015	27.5186	141390	93.008	0.9359	068	011	Between	Human	Human
C2068	O1021	na	NZ_CP022279.1	4907118	2583963	52.6574	2576008	99.6921	2574789	99.9527	7955	0.3079	2582733	99.9524	16283	0.6302	15053	92.4461	7208	44.267	865	5.3123	7664	47.0675	258077	68.0495	207883	73.7703	0.9561	068	021	Between	Human	Human
C2068	O1042	na	NZ_CP022279.1	4907118	3842831	78.3114	3839913	99.9241	3837464	99.9362	2918	0.0759	3840355	99.9356	17414	0.4532	14938	85.7816	12291	70.5811	2033	11.6745	2335	13.4088	258077	76.8674	221091	87.4545	0.9726	068	042	Between	Human	Human
C2068	O1045	na	NZ_CP022279.1	4907118	3934301	80.1754	3930521	99.9039	3927555	99.9245	3780	0.0961	3931318	99.9242	19472	0.4949	16489	84.6806	12992	66.7214	2038	10.4663	3386	17.3891	258077	79.1783	214883	100	0.9779	068	045	Between	Human	Human
C2068	O1060	na	NZ_CP022279.1	4907118	4010811	81.7346	4009233	99.9607	4007683	99.9613	1578	0.0393	4009253	99.9612	17610	0.4391	16052	91.1528	14718	83.5775	1166	6.6212	1204	6.837	258077	91.4816	288141	83.5265	0.9745	068	060	Between	Human	Human
C2068	O1092	na	NZ_CP060061.1	5326222	2844794	53.4111	2841840	99.8962	2820322	99.2428	2954	0.1038	2823240	99.2423	25259	0.8879	3705	14.668	793	3.1395	23275	92.1454	1084	4.2915	419015	46.8969	293475	87.0759	0.9329	068	092	Between	Human	Human
C2068	O1108	na	NZ_CP060061.1	5326222	377412	7.0859	376147	99.6648	370513	98.5022	1265	0.3352	371747	98.499	7797	2.0659	2132	27.3439	913	11.7096	3894	49.9423	2909	37.3092	419015	32.4516	134494	95.8504	0.9414	068	108	Between	Human	Human
C2084	O1049	na	NZ_CP022686.1	5055316	4279711	84.6576	4277850	99.9565	4274346	99.9181	1861	0.0435	4276199	99.9179	6972	0.1629	3460	49.6271	1707	24.4836	1547	22.1888	3490	50.0574	129184	60.8411	144770	51.8851	0.9746	084	049	Between	Human	Human
C2084	W1084	na	NZ_CP022686.1	5055316	3520529	69.6401	3504655	99.5491	3503936	99.9795	15874	0.4509	3519809	99.9795	17661	0.5017	16941	95.9232	1233	6.9815	737	4.173	15483	87.6677	129184	92.578	115800	100	0.9971	084	084	Within	Human	Environment
C2111	D1030	na	NZ_LR134216.1	4647667	1731071	37.246	1729150	99.889	1725186	99.7708	1921	0.111	1727086	99.7698	6344	0.3665	2359	37.1847	485	7.645	2050	32.314	3562	56.1475	49241	82.0576	102372	41.2945	0.9837	111	030	Between	Human	Animal
C2111	D1093	na	NZ_CP092449.1	4627225	1770173	38.2556	1766143	99.7723	1763894	99.8727	4030	0.2277	1767896	99.8714	8127	0.4591	5850	71.9823	2066	25.4214	2661	32.7427	2862	35.2159	76758	92.1337	88794	94.1629	0.9884	111	093	Between	Human	Animal
C2111	O1005	na	NZ_LS992168.1	5031440	83885	1.6672	83484	99.522	82732	99.0992	401	0.478	83130	99.1	1333	1.5891	578	43.3608	192	14.4036	509	38.1845	587	44.036	41045	32.8103	28010	61.4566	0.9916	111	005	Between	Human	Human
C2111	O1062	na	NZ_CP051738.1	5166012	2798587	54.1731	2791909	99.7614	2788363	99.873	6678	0.2386	2795015	99.8724	10295	0.3679	6723	65.3035	266	2.5838	5909	57.3968	3940	38.271	113534	0	0	0	0.978	111	062	Between	Human	Human
C2111	O1062	na	NZ_LR134216.1	4647667	1829407	39.3618	1827553	99.8987	1822712	99.7351	1854	0.1013	1824552	99.7346	7344	0.4014	2489	33.8916	675	9.1912	2402	32.707	3981	54.2075	49241	100	93961	50.6614	0.9893	111	062	Between	Human	Human
C2111	P1042	na	NZ_LR134216.1	4647667	1528609	32.8898	1524787	99.75	1521949	99.8139	3822	0.25	1525744	99.8126	7046	0.4609	4181	59.3386	505	7.1672	2096	29.7474	4185	59.3954	49241	82.0576	38554	100	0.9957	111	042	Between	Human	Animal
C2111	P1048	na	NZ_LR134216.1	4647667	1335508	28.735	1333750	99.8684	1330464	99.7536	1758	0.1316	1332204	99.7526	5553	0.4158	2249	40.5006	535	9.6344	1869	33.6575	2884	51.9359	49241	100	98121	58.5665	0.989	111	048	Between	Human	Animal
C2111	P1068	na	NZ_LR134216.1	4647667	1162160	25.0052	1156027	99.4723	1149903	99.4703	6133	0.5277	1156005	99.4704	12578	1.0823	6423	51.0654	417	3.3153	1257	9.9936	10737	85.3633	49241	100	133620	36.2393	0.981	111	068	Between	Human	Animal
C2111	P1098	na	NZ_CP051738.1	5166012	2884068	55.8277	2876506	99.7378	2873283	99.888	7562	0.2622	2880823	99.8875	11012	0.3818	7767	70.5321	463	4.2045	5771	52.4065	4548	41.3004	113534	51.9994	92647	60.8223	0.9799	111	098	Between	Human	Animal
C2111	P2004	na	NZ_LR134216.1	4647667	1501677	32.3103	1469385	97.8496	1461564	99.4677	32292	2.1504	1493652	99.4656	40711	2.711	32686	80.2879	817	2.0068	1912	4.6965	37574	92.2945	49241	88.1582	70710	53.141	0.99	111	004	Between	Human	Animal
C2111	P2011	na	NZ_CP092449.1	4627225	1803165	38.9686	1796887	99.6518	1794081	99.8438	6278	0.3482	1800310	99.8417	10712	0.5941	7857	73.3476	2038	19.0254	3264	30.4705	4898	45.7244	76758	91.2179	106468	75.5194	0.9905	111	011	Between	Human	Animal
C2111	W1098	na	NZ_LR134216.1	4647667	1306545	28.1118	1303184	99.7428	1300426	99.7884	3361	0.2572	1303769	99.7875	6563	0.5023	3787	57.7023	524	7.9842	1872	28.5235	3899	59.4088	49241	82.0576	88280	44.5061	0.9866	111	098	Between	Human	Environment
D1004	O1051	na	NZ_CP018995.1	4708839	2593272	55.0724	2586456	99.7372	2585229	99.9526	6816	0.2628	2592029	99.9521	10148	0.3913	8905	87.7513	2421	23.8569	3357	33.0804	3385	33.3563	173776	73.5625	185749	76.6448	0.9765	004	051	Between	Animal	Human
D1004	S1103	na	NZ_CP018995.1	4708839	1737165	36.8916	1730874	99.6379	1727714	99.8174	6291	0.3621	1733975	99.8164	9956	0.5731	6766	67.959	808	8.1157	5462	54.8614	3261	32.7541	173776	37.6801	65071	80.0664	0.971	004	103	Between	Animal	Environment
D1004	W1051	na	NZ_CP018995.1	4708839	2744820	58.2908	2740415	99.8395	2739245	99.9573	4405	0.1605	2743626	99.9565	8862	0.3229	7668	86.5267	3358	37.8921	3616	40.8034	1039	11.7242	173776	91.8815	233654	75.7916	0.9793	004	051	Between	Animal	Environment
D1004	W1120	na	NZ_CP018995.1	4708839	2739212	58.1717	2729495	99.6453	2725227	99.8436	9717	0.3547	2734911	99.843	16271	0.594	11970	73.5665	2343	14.3999	4203	25.8312	9442	58.0296	173776	52.6707	125090	63.4903	0.961	004	120	Between	Animal	Environment
D1009	S1055	na	NZ_LR025096.1	4830938	3228527	66.8302	3183526	98.6061	3180095	99.8922	45001	1.3939	3225031	99.8917	49468	1.5322	45972	92.9328	1235	2.4966	2691	5.4399	44668	90.2968	146367	73.149	84011	100	0.9868	009	055	Between	Animal	Environment
D1011	O1042	na	NZ_AP021891.1	4615626	3221900	69.8042	3218189	99.8848	3213801	99.8637	3711	0.1152	3217492	99.8632	9190	0.2852	4782	52.0348	1201	13.0686	3884	42.2633	3881	42.2307	110116	79.152	82888	93.9243	0.9918	011	042	Between	Animal	Human
D1011	P2120	na	NZ_AP021891.1	4615626	2484862	53.8359	2479520	99.785	2476282	99.8694	5342	0.215	2481591	99.8684	9462	0.3808	6191	65.4301	1154	12.1962	3669	38.7762	4152	43.8808	110116	68.9882	54484	100	0.9878	011	120	Between	Animal	Animal
D1011	W1031	na	NZ_CP101269.1	4808524	2733680	56.8507	2731176	99.9084	2728283	99.8941	2504	0.0916	2730766	99.8934	6119	0.2238	3205	52.3778	733	11.9791	2900	47.3934	2289	37.4081	208121	80.9769	207180	88.578	0.9724	011	031	Between	Animal	Environment
D1021	D1049	na	NZ_CP020058.1	4595238	2158293	46.968	2152179	99.7167	2142304	99.5412	6114	0.2833	2148372	99.5403	16411	0.7604	6490	39.5466	443	2.6994	846	5.1551	15065	91.7982	57731	74.4487	79416	47.0145	0.9862	021	049	Between	Animal	Animal
D1021	D1093	na	NZ_CP025849.1	4818782	1862708	38.6552	1854995	99.5859	1853494	99.9191	7713	0.4141	1861193	99.9187	9369	0.503	7854	83.8297	324	3.4582	1084	11.5701	7875	84.0538	65578	71.2617	51339	63.293	0.9891	021	093	Between	Animal	Animal
D1021	P2069	na	NZ_CP020058.1	4595238	1922651	41.8401	1913181	99.5075	1910374	99.8533	9470	0.4925	1919810	99.8522	12607	0.6557	9766	77.4649	344	2.7286	876	6.9485	11189	88.7523	57731	65.0621	16893	100	0.9911	021	069	Between	Animal	Animal
D1021	P3066	na	NZ_CP025849.1	4818782	1792909	37.2067	1789643	99.8178	1786541	99.8267	3266	0.1822	1789750	99.8238	6571	0.3665	3412	51.9251	280	4.2611	952	14.4879	5208	79.2573	65578	79.975	123507	41.4924	0.9814	021	066	Between	Animal	Animal
D1021	S1024	na	NZ_CP025849.1	4818782	382740	7.9427	380710	99.4696	378923	99.5306	2030	0.5304	380925	99.5258	3992	1.043	2177	54.5341	285	7.1393	661	16.5581	2957	74.0731	65578	34.1441	30447	73.6197	0.9893	021	024	Between	Animal	Environment
D1021	S1062	na	NZ_CP020058.1	4595238	3135410	68.2317	3135040	99.9882	3133461	99.9496	370	0.0118	3133830	99.9496	2327	0.0742	747	32.1014	389	16.7168	1287	55.3073	641	27.5462	57731	90.1769	75981	77.0798	0.9915	021	062	Between	Animal	Environment
D1021	W1099	na	NZ_CP069710.1	4761946	1630095	34.2317	1626181	99.7599	1623978	99.8645	3914	0.2401	1627877	99.8639	6756	0.4145	4538	67.1699	743	10.9976	2433	36.0124	3382	50.0592	110195	81.01	115076	80.9926	0.9884	021	099	Between	Animal	Environment
D1024	O1005	na	NZ_CP014641.1	4165587	1518147	36.445	1514495	99.7594	1513708	99.948	3652	0.2406	1517353	99.9477	4548	0.2996	3754	82.5418	389	8.5532	1984	43.6236	2027	44.569	0	0	0	0	1	024	005	Between	Animal	Human
D1024	P1053	na	NZ_CP055024.1	4564917	922533	20.2092	915584	99.2467	913739	99.7985	6949	0.7533	920643	99.7951	9129	0.9896	7239	79.2967	1033	11.3156	4628	50.6956	2938	32.1832	49178	39.8939	19396	100	0.9934	024	053	Between	Animal	Animal
D1024	P1080	na	NZ_CP014641.1	4165587	369561	8.8718	368614	99.7438	367026	99.5692	947	0.2562	367959	99.5665	2670	0.7225	1068	40	154	5.7678	826	30.9363	1488	55.7303	0	0	42747	0	0.9897	024	080	Between	Animal	Animal
D1024	P1103	na	NZ_CP014641.1	4165587	388161	9.3183	386895	99.6738	385000	99.5102	1266	0.3262	386253	99.5085	3373	0.869	1465	43.4331	274	8.1233	996	29.5286	1911	56.6558	0	0	21524	0	0.9948	024	103	Between	Animal	Animal
D1024	P2009	na	NZ_CP014641.1	4165587	308430	7.4042	307394	99.6641	306316	99.6493	1036	0.3359	307341	99.6469	2234	0.7243	1145	51.2534	164	7.3411	871	38.9884	1029	46.0609	0	0	0	0	1	024	009	Between	Animal	Animal
D1024	P2053	na	NZ_CP055024.1	4564917	1131343	24.7834	1122862	99.2504	1121266	99.8579	8481	0.7496	1129678	99.8528	10803	0.9549	9138	84.5876	1375	12.7279	3316	30.6952	5499	50.9025	49178	62.8736	42723	67.0318	0.9924	024	053	Between	Animal	Animal
D1024	P2069	na	NZ_CP055024.1	4564917	1608315	35.2321	1597691	99.3394	1596440	99.9217	10624	0.6606	1607020	99.9195	12917	0.8031	11622	89.9745	2100	16.2576	3504	27.127	6389	49.4619	49178	62.8736	38445	78.6422	0.994	024	069	Between	Animal	Animal
D1024	P2093	na	NZ_CP014641.1	4165587	1259467	30.235	1257141	99.8153	1256047	99.913	2326	0.1847	1258366	99.9126	3694	0.2933	2593	70.1949	445	12.0466	1587	42.9616	1499	40.5793	0	0	12309	0	0.997	024	093	Between	Animal	Animal
D1024	P3051	na	NZ_CP055024.1	4564917	1135446	24.8733	1125903	99.1595	1124067	99.8369	9543	0.8405	1133555	99.8335	12269	1.0805	10378	84.5872	1665	13.5708	3507	28.5842	6494	52.9301	49178	77.0202	36992	85.7807	0.9947	024	051	Between	Animal	Animal
D1024	P3053	na	NZ_CP014641.1	4165587	1578290	37.8888	1575032	99.7936	1573406	99.8968	3258	0.2064	1576641	99.8955	5278	0.3344	3629	68.7571	486	9.208	1745	33.0618	2819	53.4104	0	0	33076	0	0.9921	024	053	Between	Animal	Animal
D1024	P3092	na	NZ_AP019675.1	4693292	982628	20.9369	969494	98.6634	965796	99.6186	13134	1.3366	978856	99.6161	17631	1.7943	13859	78.6059	1670	9.472	5545	31.4503	8799	49.9064	77541	74.8649	69964	75.4874	0.991	024	092	Between	Animal	Animal
D1024	P3093	na	NZ_CP014641.1	4165587	1787924	42.9213	1785431	99.8606	1783628	99.899	2493	0.1394	1786113	99.8987	4742	0.2652	2931	61.8094	589	12.4209	2034	42.8933	1897	40.0042	0	0	12263	0	0.9971	024	093	Between	Animal	Animal
D1024	S1120	na	NZ_CP055024.1	4564917	1135816	24.8814	1129976	99.4858	1127098	99.7453	5840	0.5142	1132886	99.742	9099	0.8011	6169	67.7987	764	8.3965	4787	52.6102	3147	34.5862	49178	100	59607	82.5775	0.9976	024	120	Between	Animal	Environment
D1030	O1053	na	NZ_CP047710.1	4771912	3734210	78.254	3730123	99.8906	3729119	99.9731	4087	0.1094	3733202	99.973	5143	0.1377	4135	80.4005	170	3.3055	2343	45.5571	2595	50.4569	17086	0	6394	0	0.9951	030	053	Between	Animal	Human
D1030	O1062	na	NZ_LR134216.1	4647667	3876282	83.4027	3875375	99.9766	3868563	99.8242	907	0.0234	3869453	99.8238	8555	0.2207	1726	20.1753	854	9.9825	3944	46.1017	3766	44.021	102372	55.2905	93961	46.8588	0.9739	030	062	Between	Animal	Human
D1030	P1042	na	NZ_LR134216.1	4647667	3077571	66.2175	3074060	99.8859	3069196	99.8418	3511	0.1141	3072684	99.8412	8873	0.2883	3986	44.9228	643	7.2467	3439	38.758	4585	51.6736	102372	41.2945	38554	100	0.9843	030	042	Between	Animal	Animal
D1030	P1048	na	NZ_LR134216.1	4647667	2488532	53.5437	2487461	99.957	2482935	99.818	1071	0.043	2483988	99.8174	6330	0.2544	1786	28.2148	770	12.1643	2858	45.1501	2650	41.8641	102372	61.7366	98121	70.9002	0.9822	030	048	Between	Animal	Animal
D1030	P1068	na	NZ_LR134216.1	4647667	2474605	53.244	2463943	99.5691	2454575	99.6198	10662	0.4309	2465197	99.6198	20699	0.8365	11291	54.5485	693	3.348	2077	10.0343	17671	85.3713	102372	75.7326	133620	48.6095	0.9741	030	068	Between	Animal	Animal
D1030	P2004	na	NZ_LR134216.1	4647667	2833926	60.9752	2773969	97.8843	2763840	99.6349	59957	2.1157	2823543	99.6336	71155	2.5108	60772	85.4079	1109	1.5586	2546	3.5781	67202	94.4445	102372	56.4471	70710	66.8717	0.9827	030	004	Between	Animal	Animal
D1030	W1098	na	NZ_LR134216.1	4647667	2316376	49.8395	2313402	99.8716	2309784	99.8436	2974	0.1284	2312741	99.8431	7150	0.3087	3515	49.1608	663	9.2727	2301	32.1818	4013	56.1259	102372	61.7366	88280	65.6389	0.9833	030	098	Between	Animal	Environment
D1042	D1058	na	NZ_LR882052.1	4569920	2125301	46.5063	2116939	99.6065	2113055	99.8165	8362	0.3935	2121389	99.8159	12670	0.5962	8758	69.1239	779	6.1484	7967	62.8808	3736	29.487	97383	66.5866	80518	69.9657	0.9854	042	058	Between	Animal	Animal
D1042	O1005	na	NZ_LR882052.1	4569920	2019916	44.2002	2013377	99.6763	2010503	99.8573	6539	0.3237	2017028	99.857	9922	0.4912	7034	70.893	629	6.3394	7629	76.8897	1508	15.1985	97383	42.8463	34405	100	0.9861	042	005	Between	Animal	Human
D1042	O1064	na	NZ_LR882052.1	4569920	1940978	42.4729	1933001	99.589	1930307	99.8606	7977	0.411	1938260	99.86	11451	0.59	8733	76.2641	1097	9.5799	6531	57.0343	3497	30.5388	97383	54.6718	67515	69.0558	0.9841	042	064	Between	Animal	Human
D1042	O1069	na	NZ_LR882052.1	4569920	296001	6.4772	294874	99.6193	294060	99.7239	1127	0.3807	295176	99.7213	2003	0.6767	1178	58.8118	66	3.2951	1394	69.5956	526	26.2606	97383	74.9915	108010	72.6266	0.9853	042	069	Between	Animal	Human
D1042	P1083	na	NZ_CP073974.1	4694236	1011032	21.5377	1007212	99.6222	999706	99.2548	3820	0.3778	1003485	99.2535	12033	1.1902	4486	37.2808	761	6.3243	8461	70.315	2442	20.2942	127036	35.6009	62962	87.6148	0.9784	042	083	Between	Animal	Animal
D1042	P2051	na	NZ_LR882052.1	4569920	741838	16.2331	739846	99.7315	738241	99.7831	1992	0.2685	740219	99.7818	3961	0.5339	2342	59.1265	383	9.6693	2263	57.132	1179	29.7652	97383	87.5985	186903	55.814	0.9704	042	051	Between	Animal	Animal
D1045	D1058	na	NZ_CP019267.1	4740860	1924334	40.5904	1919130	99.7296	1915172	99.7938	5204	0.2704	1920361	99.7935	9683	0.5032	5710	58.9693	530	5.4735	898	9.274	8180	84.478	147464	46.2248	79840	74.2122	0.9697	045	058	Between	Animal	Animal
D1045	D1076	na	NZ_CP019267.1	4740860	2731838	57.6233	2730431	99.9485	2725231	99.8096	1407	0.0515	2726622	99.8091	7408	0.2712	2192	29.5896	818	11.0421	1517	20.4779	4895	66.0772	147464	62.696	71814	100	0.9772	045	076	Between	Animal	Animal
D1045	D1109	na	NZ_CP019267.1	4740860	2956329	62.3585	2949181	99.7582	2946985	99.9255	7148	0.2418	2954102	99.9247	10125	0.3425	7898	78.0049	808	7.9802	1323	13.0667	7625	75.3086	147464	55.2453	103037	100	0.9763	045	109	Between	Animal	Animal
