cds,sample,ref,ARG,mobility,size,cluster
P2005_Esch_coli_MB50_NODE_251_length_4214_cov_54.934600_3,P2005,Esch_coli_MB50,gb|BAA16344.1|ARO:3000491|acrD,not known,4213,Cluster 2541
P2005_Esch_coli_MB50_NODE_256_length_4113_cov_96.558650_1,P2005,Esch_coli_MB50,gb|BAA16344.1|ARO:3000491|acrD,not known,4112,Cluster 12228
P2005_Esch_coli_MB50_NODE_28_length_28450_cov_86.042578_14,P2005,Esch_coli_MB50,gb|AAC73564.1|ARO:3000216|acrB,non-mobile,13149,Cluster 318
P2005_Esch_coli_MB50_NODE_28_length_28450_cov_86.042578_15,P2005,Esch_coli_MB50,gb|AAC73565.1|ARO:3004043|Ecol_acrA,mobile,11193,Cluster 7581
P2005_Esch_coli_MB50_NODE_3_length_72595_cov_88.678522_21,P2005,Esch_coli_MB50,gb|AAC74149.2|ARO:3001216|mdtH,mobile,11208,Cluster 7287
P2005_Esch_coli_MB50_NODE_3_length_72595_cov_88.678522_9,P2005,Esch_coli_MB50,gb|ABV18113.1|ARO:3001329|mdtG,non-mobile,11226,Cluster 6256
P2005_Esch_coli_MB50_NODE_347_length_2505_cov_777.382041_3,P2005,Esch_coli_MB50,gb|AAN06707.1|ARO:3000165|tet(A),mobile,2504,Cluster 7542
P2005_Esch_coli_MB50_NODE_360_length_2358_cov_44.792879_3,P2005,Esch_coli_MB50,gb|CAA77936.1|ARO:3004039|Ecol_emrE,not known,2357,Cluster 18355
P2005_Esch_coli_MB50_NODE_399_length_1878_cov_29.197477_1,P2005,Esch_coli_MB50,gb|AAC75429.1|ARO:3000833|evgS,not known,1877,Cluster 18038
P2005_Esch_coli_MB50_NODE_399_length_1878_cov_29.197477_2,P2005,Esch_coli_MB50,gb|BAB36671.1|ARO:3000832|evgA,not known,1877,Cluster 14263
P2005_Esch_coli_MB50_NODE_407_length_1847_cov_44.347656_1,P2005,Esch_coli_MB50,gb|AAC74000.1|ARO:3003950|msbA,not known,1846,Cluster 3329
P2005_Esch_coli_MB50_NODE_42_length_21290_cov_106.441206_20,P2005,Esch_coli_MB50,gb|BAE77933.1|ARO:3000518|CRP,non-mobile,10632,Cluster 13943
P2005_Esch_coli_MB50_NODE_453_length_1536_cov_22.896016_1,P2005,Esch_coli_MB50,gb|BAA11237.1|ARO:3000254|emrY,not known,1535,Cluster 4455
P2005_Esch_coli_MB50_NODE_453_length_1536_cov_22.896016_2,P2005,Esch_coli_MB50,gb|BAA11236.1|ARO:3000206|emrK,not known,1535,Cluster 8488
P2005_Esch_coli_MB50_NODE_458_length_1494_cov_41.852675_3,P2005,Esch_coli_MB50,gb|CAA77936.1|ARO:3004039|Ecol_emrE,mobile,1493,Cluster 20670
P2005_Esch_coli_MB50_NODE_47_length_19600_cov_95.824559_1,P2005,Esch_coli_MB50,gb|AAC76093.1|ARO:3002986|bacA,non-mobile,5977,Cluster 11452
P2005_Esch_coli_MB50_NODE_50_length_19307_cov_64.303137_14,P2005,Esch_coli_MB50,gb|AAC75429.1|ARO:3000833|evgS,non-mobile,8073,Cluster 220
P2005_Esch_coli_MB50_NODE_502_length_1165_cov_58.610811_1,P2005,Esch_coli_MB50,gb|AAC73788.1|ARO:3003841|kdpE,not known,1164,Cluster 14629
P2005_Esch_coli_MB50_NODE_51_length_19295_cov_55.196466_14,P2005,Esch_coli_MB50,gb|AFH35853.1|ARO:3001328|Ecol_mdfA,non-mobile,9294,Cluster 6590
P2005_Esch_coli_MB50_NODE_54_length_18745_cov_67.405190_5,P2005,Esch_coli_MB50,gb|AAC75733.1|ARO:3000074|emrB,non-mobile,10495,Cluster 4498
P2005_Esch_coli_MB50_NODE_54_length_18745_cov_67.405190_6,P2005,Esch_coli_MB50,gb|BAA16547.1|ARO:3000027|emrA,non-mobile,11172,Cluster 7844
P2005_Esch_coli_MB50_NODE_54_length_18745_cov_67.405190_7,P2005,Esch_coli_MB50,gb|AAC75731.1|ARO:3000516|emrR,non-mobile,10530,Cluster 15398
P2005_Esch_coli_MB50_NODE_577_length_847_cov_23.974747_1,P2005,Esch_coli_MB50,gb|BAA11237.1|ARO:3000254|emrY,not known,846,Cluster 11156
P2005_Esch_coli_MB50_NODE_581_length_842_cov_26.546379_1,P2005,Esch_coli_MB50,gb|BAA11236.1|ARO:3000206|emrK,not known,841,Cluster 11213
P2005_Esch_coli_MB50_NODE_59_length_17527_cov_36.714515_16,P2005,Esch_coli_MB50,gb|BAA15221.2|ARO:3000263|marA,non-mobile,8700,Cluster 18691
P2005_Esch_coli_MB50_NODE_61_length_16890_cov_70.661301_9,P2005,Esch_coli_MB50,gb|ACN32294.1|ARO:3000237|TolC,mobile,11481,Cluster 4888
P2005_Esch_coli_MB50_NODE_637_length_633_cov_2.307958_1,P2005,Esch_coli_MB50,gb|AAC75089.1|ARO:3003577|ugd,not known,632,Cluster 8165
P2005_Esch_coli_MB50_NODE_709_length_462_cov_25.014742_1,P2005,Esch_coli_MB50,gb|BAA16344.1|ARO:3000491|acrD,not known,461,Cluster 574
P2005_Esch_coli_MB50_NODE_71_length_15313_cov_40.711692_2,P2005,Esch_coli_MB50,gb|AAC75271.1|ARO:3003952|YojI,mobile,8645,Cluster 3962
P2005_Esch_coli_MB50_NODE_733_length_430_cov_12.472000_2,P2005,Esch_coli_MB50,gb|BAA11237.1|ARO:3000254|emrY,not known,429,Cluster 4293
P2005_Esch_coli_MB50_NODE_910_length_270_cov_12.032558_1,P2005,Esch_coli_MB50,gb|BAA11237.1|ARO:3000254|emrY,not known,269,Cluster 4363
P2005_Esch_coli_SBF45_NODE_119_length_8354_cov_82.532474_2,P2005,Esch_coli_SBF45,gb|BAE77781.1|ARO:3000795|mdtE,non-mobile,6306,Cluster 8675
P2005_Esch_coli_SBF45_NODE_119_length_8354_cov_82.532474_3,P2005,Esch_coli_SBF45,gb|AAC76539.1|ARO:3000796|mdtF,non-mobile,8353,Cluster 958
P2005_Esch_coli_SBF45_NODE_119_length_8354_cov_82.532474_5,P2005,Esch_coli_SBF45,gb|ANK04027.1|ARO:3003838|gadW,non-mobile,8353,Cluster 12396
P2005_Esch_coli_SBF45_NODE_119_length_8354_cov_82.532474_6,P2005,Esch_coli_SBF45,gb|BAE77778.1|ARO:3000508|gadX,non-mobile,7450,Cluster 11159
P2005_Esch_coli_SBF45_NODE_12_length_68541_cov_87.025596_63,P2005,Esch_coli_SBF45,gb|AAC75271.1|ARO:3003952|YojI,mobile,7253,Cluster 3700
P2005_Esch_coli_SBF45_NODE_120_length_8216_cov_69.476780_6,P2005,Esch_coli_SBF45,gb|AAC75429.1|ARO:3000833|evgS,non-mobile,6936,Cluster 3131
P2005_Esch_coli_SBF45_NODE_126_length_7209_cov_68.292843_3,P2005,Esch_coli_SBF45,gb|CAA77936.1|ARO:3004039|Ecol_emrE,non-mobile,7208,Cluster 18355
P2005_Esch_coli_SBF45_NODE_14_length_56315_cov_88.617206_10,P2005,Esch_coli_SBF45,gb|AAC76296.1|ARO:3000656|AcrS,mobile,10662,Cluster 13515
P2005_Esch_coli_SBF45_NODE_14_length_56315_cov_88.617206_8,P2005,Esch_coli_SBF45,gb|AAC76298.1|ARO:3000502|AcrF,mobile,13104,Cluster 1567
P2005_Esch_coli_SBF45_NODE_14_length_56315_cov_88.617206_9,P2005,Esch_coli_SBF45,gb|AAC76297.1|ARO:3000499|AcrE,mobile,11157,Cluster 8674
P2005_Esch_coli_SBF45_NODE_145_length_5369_cov_41.202860_7,P2005,Esch_coli_SBF45,gb|AAC74149.2|ARO:3001216|mdtH,mobile,5368,Cluster 9097
P2005_Esch_coli_SBF45_NODE_15_length_53412_cov_85.707911_52,P2005,Esch_coli_SBF45,gb|AAC75731.1|ARO:3000516|emrR,non-mobile,10530,Cluster 15398
P2005_Esch_coli_SBF45_NODE_15_length_53412_cov_85.707911_53,P2005,Esch_coli_SBF45,gb|BAA16547.1|ARO:3000027|emrA,non-mobile,11172,Cluster 7895
P2005_Esch_coli_SBF45_NODE_15_length_53412_cov_85.707911_54,P2005,Esch_coli_SBF45,gb|AAC75733.1|ARO:3000074|emrB,non-mobile,10221,Cluster 4499
P2005_Esch_coli_SBF45_NODE_155_length_4899_cov_1023.496903_1,P2005,Esch_coli_SBF45,gb|AAC23556.1|ARO:3002660|APH(6)-Id,not known,4898,Cluster 11195
P2005_Esch_coli_SBF45_NODE_155_length_4899_cov_1023.496903_2,P2005,Esch_coli_SBF45,gb|ABK33456.1|ARO:3002639|APH(3'')-Ib,not known,4898,Cluster 10164
P2005_Esch_coli_SBF45_NODE_155_length_4899_cov_1023.496903_3,P2005,Esch_coli_SBF45,gb|AHK10285.1|ARO:3002859|dfrA14,not known,4898,Cluster 16327
P2005_Esch_coli_SBF45_NODE_155_length_4899_cov_1023.496903_4,P2005,Esch_coli_SBF45,gb|ABK33456.1|ARO:3002639|APH(3'')-Ib,not known,4898,Cluster 14733
P2005_Esch_coli_SBF45_NODE_155_length_4899_cov_1023.496903_5,P2005,Esch_coli_SBF45,gb|AAL59753.1|ARO:3000412|sul2,not known,4898,Cluster 9989
P2005_Esch_coli_SBF45_NODE_168_length_4315_cov_66.686385_3,P2005,Esch_coli_SBF45,gb|ABV18113.1|ARO:3001329|mdtG,not known,4314,Cluster 7012
P2005_Esch_coli_SBF45_NODE_206_length_2958_cov_46.304857_1,P2005,Esch_coli_SBF45,gb|AAC75429.1|ARO:3000833|evgS,not known,2957,Cluster 4
P2005_Esch_coli_SBF45_NODE_206_length_2958_cov_46.304857_2,P2005,Esch_coli_SBF45,gb|BAB36671.1|ARO:3000832|evgA,not known,2957,Cluster 14264
P2005_Esch_coli_SBF45_NODE_218_length_2752_cov_84.980349_1,P2005,Esch_coli_SBF45,gb|ACN32294.1|ARO:3000237|TolC,not known,2751,Cluster 10495
P2005_Esch_coli_SBF45_NODE_22_length_43996_cov_87.103025_19,P2005,Esch_coli_SBF45,gb|AAC76093.1|ARO:3002986|bacA,mobile,10821,Cluster 11443
P2005_Esch_coli_SBF45_NODE_22_length_43996_cov_87.103025_39,P2005,Esch_coli_SBF45,gb|ACN32294.1|ARO:3000237|TolC,non-mobile,5539,Cluster 15280
P2005_Esch_coli_SBF45_NODE_23_length_43699_cov_77.520713_18,P2005,Esch_coli_SBF45,gb|AAC75135.2|ARO:3000792|mdtA,non-mobile,11367,Cluster 5908
P2005_Esch_coli_SBF45_NODE_23_length_43699_cov_77.520713_19,P2005,Esch_coli_SBF45,gb|AAC75136.1|ARO:3000793|mdtB,non-mobile,13122,Cluster 620
P2005_Esch_coli_SBF45_NODE_23_length_43699_cov_77.520713_20,P2005,Esch_coli_SBF45,gb|AAC75137.1|ARO:3000794|mdtC,non-mobile,13077,Cluster 1895
P2005_Esch_coli_SBF45_NODE_23_length_43699_cov_77.520713_22,P2005,Esch_coli_SBF45,gb|BAA15934.1|ARO:3000829|baeS,non-mobile,11403,Cluster 5398
P2005_Esch_coli_SBF45_NODE_23_length_43699_cov_77.520713_23,P2005,Esch_coli_SBF45,gb|BAA15935.1|ARO:3000828|baeR,non-mobile,10722,Cluster 12689
P2005_Esch_coli_SBF45_NODE_231_length_2505_cov_777.322449_1,P2005,Esch_coli_SBF45,gb|AAN06707.1|ARO:3000165|tet(A),mobile,2504,Cluster 7542
P2005_Esch_coli_SBF45_NODE_242_length_2328_cov_74.908931_1,P2005,Esch_coli_SBF45,gb|BAA16344.1|ARO:3000491|acrD,not known,2327,Cluster 3240
P2005_Esch_coli_SBF45_NODE_243_length_2328_cov_41.804223_1,P2005,Esch_coli_SBF45,gb|BAA11236.1|ARO:3000206|emrK,not known,2327,Cluster 8479
P2005_Esch_coli_SBF45_NODE_243_length_2328_cov_41.804223_2,P2005,Esch_coli_SBF45,gb|BAA11237.1|ARO:3000254|emrY,not known,2327,Cluster 4743
P2005_Esch_coli_SBF45_NODE_255_length_2065_cov_37.542786_3,P2005,Esch_coli_SBF45,gb|BAA16344.1|ARO:3000491|acrD,not known,2064,Cluster 12013
P2005_Esch_coli_SBF45_NODE_3_length_115138_cov_78.964278_38,P2005,Esch_coli_SBF45,gb|AAC74000.1|ARO:3003950|msbA,mobile,11748,Cluster 3329
P2005_Esch_coli_SBF45_NODE_32_length_34828_cov_93.847324_7,P2005,Esch_coli_SBF45,gb|AAC73564.1|ARO:3000216|acrB,non-mobile,12890,Cluster 355
P2005_Esch_coli_SBF45_NODE_32_length_34828_cov_93.847324_8,P2005,Esch_coli_SBF45,gb|AAC73565.1|ARO:3004043|Ecol_acrA,mobile,11193,Cluster 7583
P2005_Esch_coli_SBF45_NODE_373_length_900_cov_29.646154_1,P2005,Esch_coli_SBF45,gb|BAA11237.1|ARO:3000254|emrY,not known,899,Cluster 4293
P2005_Esch_coli_SBF45_NODE_379_length_879_cov_44.970874_1,P2005,Esch_coli_SBF45,gb|BAA11237.1|ARO:3000254|emrY,not known,878,Cluster 4247
P2005_Esch_coli_SBF45_NODE_39_length_33078_cov_81.457802_25,P2005,Esch_coli_SBF45,gb|AAC77293.1|ARO:3001214|mdtM,mobile,11232,Cluster 6678
P2005_Esch_coli_SBF45_NODE_4_length_113432_cov_86.564206_13,P2005,Esch_coli_SBF45,gb|WP_063860228.1|ARO:3006874|EC-13,mobile,11166,Cluster 8166
P2005_Esch_coli_SBF45_NODE_4_length_113432_cov_86.564206_66,P2005,Esch_coli_SBF45,gb|BAE78116.1|ARO:3003576|eptA,non-mobile,11643,Cluster 3608
P2005_Esch_coli_SBF45_NODE_4_length_113432_cov_86.564206_93,P2005,Esch_coli_SBF45,gb|BAE78084.1|ARO:3003548|mdtN,non-mobile,11031,Cluster 9708
P2005_Esch_coli_SBF45_NODE_4_length_113432_cov_86.564206_94,P2005,Esch_coli_SBF45,gb|BAE78083.1|ARO:3003549|mdtO,non-mobile,12051,Cluster 2949
P2005_Esch_coli_SBF45_NODE_4_length_113432_cov_86.564206_95,P2005,Esch_coli_SBF45,gb|BAE78082.1|ARO:3003550|mdtP,non-mobile,11466,Cluster 5008
P2005_Esch_coli_SBF45_NODE_43_length_29047_cov_49.782871_9,P2005,Esch_coli_SBF45,gb|BAA15221.2|ARO:3000263|marA,non-mobile,10383,Cluster 18693
P2005_Esch_coli_SBF45_NODE_458_length_562_cov_97.719921_1,P2005,Esch_coli_SBF45,gb|BAE77933.1|ARO:3000518|CRP,not known,561,Cluster 15683
P2005_Esch_coli_SBF45_NODE_472_length_531_cov_23.113445_1,P2005,Esch_coli_SBF45,gb|CAA77936.1|ARO:3004039|Ecol_emrE,not known,530,Cluster 20670
P2005_Esch_coli_SBF45_NODE_498_length_481_cov_22.373239_2,P2005,Esch_coli_SBF45,gb|BAE77933.1|ARO:3000518|CRP,not known,480,Cluster 32011
P2005_Esch_coli_SBF45_NODE_5_length_106990_cov_82.542975_93,P2005,Esch_coli_SBF45,gb|AFH35853.1|ARO:3001328|Ecol_mdfA,mobile,10378,Cluster 6679
P2005_Esch_coli_SBF45_NODE_53_length_26071_cov_75.413246_22,P2005,Esch_coli_SBF45,gb|BAB35162.1|ARO:3000676|H-NS,mobile,10413,Cluster 17845
P2005_Esch_coli_SBF45_NODE_537_length_421_cov_23.251366_1,P2005,Esch_coli_SBF45,gb|BAA11236.1|ARO:3000206|emrK,not known,420,Cluster 8528
P2005_Esch_coli_SBF45_NODE_57_length_24266_cov_76.689604_11,P2005,Esch_coli_SBF45,gb|AAC75314.1|ARO:3003578|PmrF,mobile,10968,Cluster 10237
P2005_Esch_coli_SBF45_NODE_662_length_280_cov_6.306667_1,P2005,Esch_coli_SBF45,gb|BAA16344.1|ARO:3000491|acrD,not known,279,Cluster 23607
P2005_Esch_coli_SBF45_NODE_7_length_86388_cov_109.168788_55,P2005,Esch_coli_SBF45,gb|BAB38260.1|ARO:3000830|cpxA,non-mobile,11373,Cluster 5643
P2005_Esch_coli_SBF45_NODE_727_length_241_cov_5.096774_1,P2005,Esch_coli_SBF45,gb|AAC75137.1|ARO:3000794|mdtC,not known,240,Cluster 26834
P2005_Esch_coli_SBF45_NODE_99_length_10989_cov_73.383117_7,P2005,Esch_coli_SBF45,gb|AAC73788.1|ARO:3003841|kdpE,non-mobile,7539,Cluster 13207
P2005_plasmid_NODE_1_length_9096_cov_236.412755_cutoff_33_type_circular_2,P2005,plasmid,gb|AAN06707.1|ARO:3000165|tet(A),mobile,9096,Cluster 7542
P2005_plasmid_NODE_1_length_9096_cov_236.412755_cutoff_33_type_circular_5,P2005,plasmid,gb|AAC23556.1|ARO:3002660|APH(6)-Id,mobile,9096,Cluster 11195
P2005_plasmid_NODE_1_length_9096_cov_236.412755_cutoff_33_type_circular_6,P2005,plasmid,gb|ABK33456.1|ARO:3002639|APH(3'')-Ib,mobile,9096,Cluster 10164
P2005_plasmid_NODE_1_length_9096_cov_236.412755_cutoff_33_type_circular_7,P2005,plasmid,gb|AHK10285.1|ARO:3002859|dfrA14,mobile,9096,Cluster 16327
P2005_plasmid_NODE_1_length_9096_cov_236.412755_cutoff_33_type_circular_8,P2005,plasmid,gb|ABK33456.1|ARO:3002639|APH(3'')-Ib,mobile,9096,Cluster 14733
P2005_plasmid_NODE_1_length_9096_cov_236.412755_cutoff_33_type_circular_9,P2005,plasmid,gb|AAL59753.1|ARO:3000412|sul2,mobile,9096,Cluster 9989
P2005_unmapped_NODE_1215_length_995_cov_2.684043_1,P2005,unmapped,gb|CAA26199.1|ARO:3004089|ANT(3'')-IIa,not known,994,Cluster 11816
P2005_unmapped_NODE_1243_length_960_cov_2.436464_1,P2005,unmapped,gb|ABK33456.1|ARO:3002639|APH(3'')-Ib,not known,959,Cluster 15242
P2005_unmapped_NODE_128_length_5827_cov_93.564103_1,P2005,unmapped,gb|AAN06707.1|ARO:3000165|tet(A),mobile,5826,Cluster 9545
P2005_unmapped_NODE_1353_length_870_cov_5.357055_1,P2005,unmapped,gb|BAA11237.1|ARO:3000254|emrY,not known,869,Cluster 18918
P2005_unmapped_NODE_1488_length_772_cov_5.287308_1,P2005,unmapped,gb|AAC75429.1|ARO:3000833|evgS,not known,771,Cluster 12040
P2005_unmapped_NODE_1505_length_758_cov_3.623044_1,P2005,unmapped,gb|AAC76298.1|ARO:3000502|AcrF,not known,757,Cluster 12183
P2005_unmapped_NODE_1515_length_750_cov_2.467626_1,P2005,unmapped,gb|AAC75429.1|ARO:3000833|evgS,not known,749,Cluster 12229
P2005_unmapped_NODE_1531_length_737_cov_2.303519_1,P2005,unmapped,gb|AAC76539.1|ARO:3000796|mdtF,not known,736,Cluster 953
P2005_unmapped_NODE_1603_length_693_cov_3.423197_1,P2005,unmapped,gb|AAC76297.1|ARO:3000499|AcrE,not known,692,Cluster 23416
P2005_unmapped_NODE_1609_length_690_cov_2.414173_1,P2005,unmapped,gb|BAD95494.1|ARO:3002895|SAT-2,not known,689,Cluster 14692
P2005_unmapped_NODE_1622_length_684_cov_1.017488_2,P2005,unmapped,gb|AAC74000.1|ARO:3003950|msbA,not known,683,Cluster 18800
P2005_unmapped_NODE_164_length_5056_cov_13.778844_1,P2005,unmapped,gb|BAA16344.1|ARO:3000491|acrD,non-mobile,5055,Cluster 7280
P2005_unmapped_NODE_167_length_5032_cov_12.112116_8,P2005,unmapped,gb|WP_063610930.1|ARO:3006876|EC-15,mobile,5031,Cluster 8252
P2005_unmapped_NODE_1698_length_632_cov_7.213172_1,P2005,unmapped,gb|AAP74961.2|ARO:3002854|dfrA1,not known,631,Cluster 16504
P2005_unmapped_NODE_1740_length_609_cov_6.048736_1,P2005,unmapped,gb|BAE77778.1|ARO:3000508|gadX,not known,608,Cluster 11373
P2005_unmapped_NODE_1745_length_605_cov_1.847273_1,P2005,unmapped,gb|AAC73788.1|ARO:3003841|kdpE,not known,604,Cluster 13214
P2005_unmapped_NODE_192_length_4776_cov_8.869519_3,P2005,unmapped,gb|ACJ63260.1|ARO:3000413|sul3,mobile,4775,Cluster 11856
P2005_unmapped_NODE_2022_length_489_cov_6.769585_1,P2005,unmapped,gb|BAA16344.1|ARO:3000491|acrD,not known,488,Cluster 1340
P2005_unmapped_NODE_204_length_4563_cov_39.767968_6,P2005,unmapped,gb|BAA16344.1|ARO:3000491|acrD,not known,4562,Cluster 3112
P2005_unmapped_NODE_2070_length_477_cov_1.495261_1,P2005,unmapped,gb|BAA11236.1|ARO:3000206|emrK,not known,476,Cluster 16533
P2005_unmapped_NODE_2097_length_467_cov_7.978155_1,P2005,unmapped,gb|AAC75429.1|ARO:3000833|evgS,not known,466,Cluster 16717
P2005_unmapped_NODE_212_length_4441_cov_25.866621_3,P2005,unmapped,gb|BAE78084.1|ARO:3003548|mdtN,not known,4440,Cluster 9827
P2005_unmapped_NODE_212_length_4441_cov_25.866621_4,P2005,unmapped,gb|BAE78083.1|ARO:3003549|mdtO,not known,4440,Cluster 7216
P2005_unmapped_NODE_215_length_4423_cov_39.380952_1,P2005,unmapped,gb|AAC75271.1|ARO:3003952|YojI,mobile,4422,Cluster 6378
P2005_unmapped_NODE_239_length_4116_cov_17.615612_4,P2005,unmapped,gb|CAA77936.1|ARO:3004039|Ecol_emrE,not known,4115,Cluster 20670
P2005_unmapped_NODE_2631_length_355_cov_0.736667_1,P2005,unmapped,gb|AAC73565.1|ARO:3004043|Ecol_acrA,not known,354,Cluster 28303
P2005_unmapped_NODE_2631_length_355_cov_0.736667_2,P2005,unmapped,gb|AAC73564.1|ARO:3000216|acrB,not known,354,Cluster 32285
P2005_unmapped_NODE_2680_length_348_cov_0.880546_1,P2005,unmapped,gb|BAE77778.1|ARO:3000508|gadX,not known,347,Cluster 20207
P2005_unmapped_NODE_28_length_12596_cov_33.487920_9,P2005,unmapped,gb|AAC75314.1|ARO:3003578|PmrF,mobile,10968,Cluster 10334
P2005_unmapped_NODE_2806_length_331_cov_1.391304_1,P2005,unmapped,gb|AEJ33969.1|ARO:3000410|sul1,not known,330,Cluster 10895
P2005_unmapped_NODE_3002_length_308_cov_1.790514_1,P2005,unmapped,gb|AAL59753.1|ARO:3000412|sul2,not known,307,Cluster 9989
P2005_unmapped_NODE_3094_length_299_cov_2.110656_1,P2005,unmapped,gb|AAC44316.1|ARO:3005010|qacEdelta1,not known,298,Cluster 20110
P2005_unmapped_NODE_3250_length_282_cov_1.660793_1,P2005,unmapped,gb|AAC76539.1|ARO:3000796|mdtF,not known,281,Cluster 23608
P2005_unmapped_NODE_335_length_3268_cov_7.335823_4,P2005,unmapped,gb|AAC75429.1|ARO:3000833|evgS,not known,3267,Cluster 55
P2005_unmapped_NODE_3366_length_274_cov_0.872146_1,P2005,unmapped,gb|AAC76296.1|ARO:3000656|AcrS,not known,273,Cluster 13380
P2005_unmapped_NODE_3404_length_270_cov_3.320930_1,P2005,unmapped,gb|AAC76298.1|ARO:3000502|AcrF,not known,269,Cluster 1569
P2005_unmapped_NODE_3457_length_268_cov_0.708920_1,P2005,unmapped,gb|ABV18113.1|ARO:3001329|mdtG,not known,267,Cluster 24719
P2005_unmapped_NODE_348_length_3193_cov_21.601338_1,P2005,unmapped,gb|AAC77293.1|ARO:3001214|mdtM,not known,3192,Cluster 6860
P2005_unmapped_NODE_349_length_3175_cov_30.401603_1,P2005,unmapped,gb|AAC75731.1|ARO:3000516|emrR,not known,3174,Cluster 15398
P2005_unmapped_NODE_349_length_3175_cov_30.401603_2,P2005,unmapped,gb|BAA16547.1|ARO:3000027|emrA,not known,3174,Cluster 8016
P2005_unmapped_NODE_349_length_3175_cov_30.401603_3,P2005,unmapped,gb|AAC75733.1|ARO:3000074|emrB,not known,3174,Cluster 4500
P2005_unmapped_NODE_3788_length_249_cov_1.221649_1,P2005,unmapped,gb|BAE78083.1|ARO:3003549|mdtO,not known,248,Cluster 26278
P2005_unmapped_NODE_395_length_2868_cov_13.948098_2,P2005,unmapped,gb|ACN32294.1|ARO:3000237|TolC,not known,2867,Cluster 4889
P2005_unmapped_NODE_3950_length_241_cov_1.559140_1,P2005,unmapped,gb|AAC73564.1|ARO:3000216|acrB,not known,240,Cluster 29222
P2005_unmapped_NODE_401_length_2826_cov_9.640202_1,P2005,unmapped,gb|AAC73564.1|ARO:3000216|acrB,not known,2825,Cluster 376
P2005_unmapped_NODE_4084_length_234_cov_3.217877_1,P2005,unmapped,gb|AEJ33969.1|ARO:3000410|sul1,not known,233,Cluster 10739
P2005_unmapped_NODE_4114_length_234_cov_0.877095_1,P2005,unmapped,gb|AAC75271.1|ARO:3003952|YojI,not known,233,Cluster 30472
P2005_unmapped_NODE_4125_length_233_cov_1.556180_1,P2005,unmapped,gb|AAC76539.1|ARO:3000796|mdtF,not known,232,Cluster 27684
P2005_unmapped_NODE_4247_length_227_cov_1.279070_1,P2005,unmapped,gb|AAN06707.1|ARO:3000165|tet(A),not known,226,Cluster 28304
P2005_unmapped_NODE_426_length_2685_cov_12.963878_2,P2005,unmapped,gb|AAC76093.1|ARO:3002986|bacA,mobile,2684,Cluster 11482
P2005_unmapped_NODE_432_length_2667_cov_12.564319_2,P2005,unmapped,gb|BAE78082.1|ARO:3003550|mdtP,not known,2666,Cluster 5016
P2005_unmapped_NODE_432_length_2667_cov_12.564319_3,P2005,unmapped,gb|BAE78083.1|ARO:3003549|mdtO,not known,2666,Cluster 2996
P2005_unmapped_NODE_4509_length_216_cov_0.844720_1,P2005,unmapped,gb|AAC73565.1|ARO:3004043|Ecol_acrA,not known,215,Cluster 29223
P2005_unmapped_NODE_481_length_2450_cov_16.386221_2,P2005,unmapped,gb|BAA15221.2|ARO:3000263|marA,not known,2449,Cluster 18799
P2005_unmapped_NODE_485_length_2430_cov_34.351579_4,P2005,unmapped,gb|AAC23556.1|ARO:3002660|APH(6)-Id,mobile,2429,Cluster 11195
P2005_unmapped_NODE_485_length_2430_cov_34.351579_5,P2005,unmapped,gb|ABK33456.1|ARO:3002639|APH(3'')-Ib,mobile,2429,Cluster 10164
P2005_unmapped_NODE_5047_length_78_cov_2.521739_1,P2005,unmapped,gb|CAA09666.1|ARO:3004122|Kpne_OmpK37,not known,77,Cluster 32627
P2005_unmapped_NODE_5055_length_75_cov_4.550000_1,P2005,unmapped,gb|CAA09666.1|ARO:3004122|Kpne_OmpK37,not known,74,Cluster 32660
P2005_unmapped_NODE_515_length_2282_cov_5.577009_1,P2005,unmapped,gb|BAB38260.1|ARO:3000830|cpxA,not known,2281,Cluster 9564
P2005_unmapped_NODE_52_length_9232_cov_23.278740_10,P2005,unmapped,gb|BAA15934.1|ARO:3000829|baeS,non-mobile,7226,Cluster 5504
P2005_unmapped_NODE_52_length_9232_cov_23.278740_9,P2005,unmapped,gb|BAA15935.1|ARO:3000828|baeR,non-mobile,7945,Cluster 12690
P2005_unmapped_NODE_528_length_2256_cov_6.162199_1,P2005,unmapped,gb|AFH35853.1|ARO:3001328|Ecol_mdfA,not known,2255,Cluster 9286
P2005_unmapped_NODE_608_length_1952_cov_8.478651_3,P2005,unmapped,gb|AAL59753.1|ARO:3000412|sul2,mobile,1951,Cluster 9989
P2005_unmapped_NODE_651_length_1838_cov_5.019630_1,P2005,unmapped,gb|BAE78116.1|ARO:3003576|eptA,not known,1837,Cluster 6206
P2005_unmapped_NODE_70_length_8272_cov_36.449312_2,P2005,unmapped,gb|AAC75137.1|ARO:3000794|mdtC,non-mobile,8271,Cluster 2088
P2005_unmapped_NODE_70_length_8272_cov_36.449312_3,P2005,unmapped,gb|AAC75136.1|ARO:3000793|mdtB,non-mobile,8271,Cluster 809
P2005_unmapped_NODE_70_length_8272_cov_36.449312_4,P2005,unmapped,gb|AAC75135.2|ARO:3000792|mdtA,non-mobile,6466,Cluster 6076
P2005_unmapped_NODE_725_length_1658_cov_8.009981_1,P2005,unmapped,gb|AAF17880.1|ARO:3002605|aadA5,not known,1657,Cluster 11887
